year,age,sex,pop
1966,69,F,266682.82888175326
1966,69,M,229464.47411789867
1966,70,F,244520.75857652636
1966,70,M,208696.73583452377
1966,71,F,214370.82449986253
1966,71,M,180209.8981147037
1966,72,F,197268.31789251498
1966,72,M,162411.1471753014
1966,73,F,180990.0994427084
1966,73,M,146239.74783503756
1966,74,F,154925.8337256388
1966,74,M,121344.06897708058
1966,75,F,157488.99351730137
1966,75,M,118251.70555409165
1966,76,F,148925.35802737408
1966,76,M,108666.60517710251
1966,77,F,127290.22229621097
1966,77,M,91233.15627473273
1966,78,F,117906.03815618594
1966,78,M,78756.4747083773
1966,79,F,94356.76118255235
1966,79,M,60642.34690687577
1966,80,F,92244.98887811083
1966,80,M,55851.256896418265
1966,81,F,84425.86098493247
1966,81,M,48607.91230848975
1966,82,F,71716.71517301336
1966,82,M,39990.27134576327
1966,83,F,59762.77756239787
1966,83,M,30659.724258014438
1966,84,F,48432.27211384158
1966,84,M,24090.54195997615
1966,85,F,39619.71316041195
1966,85,M,18314.089854530197
1966,86,F,32998.84951739377
1966,86,M,14569.22737735767
1966,87,F,27106.064986843256
1966,87,M,11453.715289168535
1966,88,F,21231.04276958071
1966,88,M,8794.299834677084
1966,89,F,17274.67372934641
1966,89,M,6895.087298712125
1966,90,F,12277.530114583948
1966,90,M,4739.221883231452
1966,91,F,9561.990884316732
1966,91,M,3508.08044304548
1966,92,F,6722.846373596455
1966,92,M,2453.9006775912203
1966,93,F,4817.624933768202
1966,93,M,1783.5457524635365
1966,94,F,3424.0281026121042
1966,94,M,1402.0383614697803
1966,95,F,1348.8563905483613
1966,95,M,450.30296984668337
1966,96,F,892.4391346653912
1966,96,M,239.76155139918265
1966,97,F,574.6633891339404
1966,97,M,160.21966586514728
1966,98,F,257.6390270756054
1966,98,M,63.96022472668556
1966,99,F,160.5476418528687
1966,99,M,39.18180165331442
1966,100,F,173.20999419562793
1966,100,M,41.7427784322804
1967,0,F,864210.7995495928
1967,0,M,909104.2495634898
1967,1,F,821778.0029582919
1967,1,M,860727.4246735472
1967,2,F,791310.4848476463
1967,2,M,829402.6267247768
1967,3,F,798427.3873298541
1967,3,M,833975.9190710691
1967,4,F,636326.1485907007
